company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,emails
TALOFLOW INC,Other Technology,taloflow.ai,SANTA MONICA,CA,90401,(310) 388-3794,2017,8,"Louis-Victor Jadavji, Todd Kesselman",,1786956,1786956,Pre-Seed,23-12-2020,,,,,,help@taloflow.ai; sales@taloflow.ai
TALOS SYSTEMS INC,Other Technology,talos-systems.com,Goleta,CA,93117,(805) 698-0770,2019,6,Stephen Francis,"Said Stephen Ziouani, Timothy Stephen Gerla",3697816,3697816,Seed,20-11-2020,,,,,,info@SideroLabs.com
TALPHERA INC,Pharmaceuticals,talphera.com,SAN MATEO,CA,94404,(650) 216-3500,,,"Badri B Dasu, Badri P Dasu, Pamela P Palmer, Raffi P Asadorian, Shakil P Aslam, Vincent J Angotti","Abhinav J Jain, Adrian P Adams, Howard B Rosen, Jill P Broadfoot, Marina P Bozilenko, Mark J Wan, Richard P Afable, Stephen J Hoffman",49969997,28969997,Series B,10-09-2025,,,,,,info@talphera.com; businessdevelopment@talphera.com
TALUS BIOSCIENCE INC,Other Technology,talusbioscience.com,Seattle,WA,98122,(206) 487-1062,2020,5,"Alex Federation, Lindsay Pino, Michelle Briscoe","J. Seth Strattan, Omri Amirav-Drory",11300000,11300000,Series A,29-07-2024,,,,,,hello@talus.bio; bd@talus.bio
TALVIEW INC,Other Technology,talview.com,PALO ALTO,CA,94304,(650) 843-0988,2017,8,"Sanjoe Tom Mathew Jose, Subramanian Tom Mathew Kailasam","Anupam Tom Mathew Rastogi, Arun Tom Mathew Penmetsa, Manu Tom Mathew Rekhi",6464697,6464697,Series A,24-05-2019,,,,,,us@talview.com
TAMBER INC,Other,tamber.com,LOS ANGELES,CA,90027,(818) 668-7943,2023,2,Zoe Mirkovich,"Kevin Novak, Paul Mirkovich",3000000,3000000,Seed,17-12-2024,,,,,,team@tamber.com
TAMNOON INC,Other Technology,tamnoon.com,Sammamish,WA,98074,(646) 980-7466,2021,4,Marina Segal,"Idan Perez, Marcos Castro Osorio, Shay Michel, Zohar Alon",17804947,12749987,Series A,25-07-2024,,,,,,customerservice@tamnoon.com
TANDEM COMMUNICATIONS INC,Other Technology,tandemcommunications.com,MOUNTAIN VIEW,CA,94041,(650) 380-4407,2018,7,"Bernat Unanue, Curtis Mo, Rajiv Ayyangar, Tim Su",David Ulevitch,8679039,8679039,Series A,27-09-2019,,,,,,win@tandemcommunications.com
TANDEM PV INC,Other Energy,tandempv.com,PALO ALTO,CA,94306,(214) 289-4070,,,"Chris Eberspacher, Colin Bailie",Rik Wehbring,15068790,15068790,Series A,20-01-2022,,,,,,info@tandempv.com
TANGIBLE MATERIALS INC,Other,tangiblematerials.com,SAN FRANCISCO,CA,94111,(971) 335-9351,2021,4,"Anneli Tostar, Nicole Granath",,6500000,3500000,Pre-Seed,01-10-2024,,,,,,info@tangiblematerials.com
TANGIBLE SCIENCE LLC,Other Technology,tangiblescience.com,MENLO PARK,CA,94025,(650) 241-1045,,,Victor McCray,"Brandon Felkins, Chip Heath, Douglas Crawford, Karen Havenstrite, Richard Popp",4600000,4600000,Seed,09-09-2016,,,,,,info@tangiblescience.com
TANGO CARD INC,Other Technology,tangocard.com,SEATTLE,WA,98116,(206) 937-6342,2009,16,"Carrie Allegro Casanas, Carrie Casanas, Chase Scott Libbey, Chek Lim, David Leeds, G. Scott Greenburg, Nat Salvione, Shauna Allegro Barker","Chris Winship, Julie Allegro, Julie Allegro Constantin, Kevin Riegelsberger, Rob Anderson, Terry Allegro Kramer",48500000,10000002,Series A,31-01-2019,8,0,100,170000,"['SENIOR PRODUCT SECURITY ENGINEER', 'Software Development Engineer I']",success@tangocard.com; marketing@tangocard.com; partnerships@tangocard.com; cs@tangocard.com; integrations@tangocard.com; sales@tangocard.com
TANGO NETWORKS INC,Telecommunications,tango-networks.com,FRISCO,TX,75034,(469) 920-2100,,,"Andrew J Silver, Douglas J Bartek","Adam J Bartek, Mark J Zappala, Nigel J Jones, Ty J Beard",62903829,62903829,Series C,01-04-2011,,,,,,sales@tango-networks.com; support@tango-networks.com; info@tango-networks.com
TANK UTILITY INC,Other Technology,tankutility.com,SOMERVILLE,MA,2143,(203) 215-0242,2014,11,"Amos Epstein, David Gagnon, Nicholas Mashburn","Harris Brody, Nicholas Mashburn, Sara Chamberlain, Sara Hochman",10455103,1200000,Pre-Seed,18-12-2019,,,,,,support@tankutility.com
TANTEO SPIRITS LLC,Other,tanteospirits.com,NEW YORK,NY,10012,(646) 861-2539,2012,13,"David Price Campbell, Jr., Neil Price Grosscup","Britt Price West, C.J. Price Steffen",2000000,2000000,Pre-Seed,08-01-2014,,,,,,info@tanteospirits.com
TANZLE INC,Other Technology,tanzle.com,SCOTTS VALLEY,CA,95066,(408) 806-5696,,,David Dinerman,,38000000,13000000,Series A,17-07-2012,,,,,,mvesely@tanzle.com
TAPBOX LLC,Other,tapbox.com,NEW YORK,NY,10036,(212) 500-0989,2024,1,Jacob Levy,,,,,,,,,,,service@atom.com
TAPCENTIVE INC,Other Technology,tapcentive.com,SAN FRANCISCO,CA,94127,(415) 859-9131,2013,12,"David Wentker, Gavin Shenker, Marc Keller, Mike Lindelsee",MICHAEL GIAMPETRONI,7000000,4000000,Pre-Seed,05-04-2019,,,,,,info@tapcentive.com
TAPCART INC,Other,tapcart.com,SANTA MONICA,CA,90401,(310) 694-5085,2017,8,"Eric Netsch, Sina Mobasser","Avneet Pujji, Christopher Farmer, Dana Settle",99884225,46884227,Series C,18-05-2021,,,,,,help@tapcart.co
TAPCHECK INC,Other Technology,tapcheck.com,Plano,TX,75024,(866) 697-6016,2018,7,"Alex Gostomelsky, Kayling Gaver, Ron Gaver",Jack Freeman,43029891,19999895,Series B,23-12-2024,,,,,,support@tapcheck.com
TAPJETS HOLDINGS INC,Other Technology,tapjets.com,HOUSTON,TX,77068,(888) 500-4385,2017,8,"Eugene Kesselman, Maria Tsenaeva",Robert Klumb,6000000,6000000,Pre-Seed,24-05-2019,,,,,,concierge@tapjets.com
TAPNPAY INC,Other,tapnpay.com,CEDAR PARK,TX,78613,(512) 413-9619,2020,5,Kenneth Plunk,"Andrew Clark, Andrew J Clark, Douglas J Erwin, Elizabeth J Jackson, Leo J Womack, Leo Womack, Manuel Fustes",9775227,1610229,Pre-Seed,17-08-2022,,,,,,support@neoride.com
TARO HEALTH INC,Other Technology,tarohealth.com,NEW YORK,NY,10116,(207) 210-3434,2021,4,"Frank Wu, Jeffrey Yuan",,18000015,18000015,Series A,20-07-2023,,,,,,support@mending.com
TAS ENERGY INC,Other Energy,tas-energy.com,HOUSTON,TX,77021-3316,(713) 877-8700,2010,15,"Doug T. Backlund, J. T. Grumski, Jack T. Kolar, James T. Schauer, Steve T. Rohr","Chris T. Wright, Craig Hurlbert, Jan L. van Dokkum, Jan T. van Dokkum, Michael T. DeRosa, Rick T. Stewart, Thomas T. Pierson",22904400,10000000,Series A,05-02-2015,18,0,100,125736,['Application Engineer'],info@tas-energy.com; info.tasiraq@tasenergy.com; info@brown-dove-923934.hostingersite.com
TAS MEDICAL INC,Other Technology,tas-medical.com,San Carlos,CA,94070,(321) 438-7144,2017,8,"Albert K. Chin, Michael J. Tozzi, Thomas A. Kramer",,18528145,3000000,Pre-Seed,04-11-2022,,,,,,info@tas-medical.com
TASCENT INC,Other Technology,tascent.com,LOS GATOS,CA,95032,(408) 335-4700,2014,11,Dean Senner,"Charles Johnson, Ward Carey",18250000,18250000,Series B,20-06-2016,,,,,,info@tascent.com
TASSAT GROUP INC,Other Technology,tassat.com,NEW YORK,NY,10010,(646) 787-8705,2021,4,"George Ronald Sapio, Glen Sussman, Glendy Kam, John Ronald Totaro, Kevin Greene, Kevin Ronald Lupowitz, Zain Saidin","Darrell Crate, Darrell Ronald Crate, Frank Ronald Santora, John Kispert, John Michaelson, Kevin Greene, Samuel Ronald Bachman",70246265,30000000,Series B,25-08-2023,,,,,,contact@tassat.com
TASKMAVERICK INC,Other,taskmaverick.com,BEVERLY HILLS,CA,90210,(310) 201-2151,2018,7,"Andres Martinez, Gabriel Frem",,5000000,5000000,Pre-Seed,18-12-2018,,,,,,sales@taskmaverick.com
TASSAT GROUP LLC,Other Technology,tassat.com,NEW YORK,NY,10010,(646) 787-8705,2017,8,"George Sapio, Kevin Lupowitz, Thomas Kim","Frank Stantora, Kevin Greene, Samuel Bachman, Sunil Hirani",40000000,40000000,Series A,19-10-2017,,,,,,contact@tassat.com
TASSO INC,Other,tasso.com,SEATTLE,WA,98119,(206) 822-4186,2018,7,"Ben Casavant, Erwin Berthier","Alan Levy, Elizabeth Hambrecht, Paul Conley",16999976,16999976,Series B,19-12-2019,,,,,,service@tasso.com
TATCH INC,Other,tatch.com,NEW YORK,NY,10001,(516) 654-4166,2017,8,Amir Reuveny,Santo Politi,5637141,5637141,Series A,11-02-2020,,,,,,Rohrscheibchelsie@wesper.co
TATIO INC,Other,tatio.io,PALO ALTO,CA,94301,(650) 671-1706,2022,3,Jason Paragas,Jason Pontin,2500000,2500000,Seed,30-09-2022,,,,,,info@tatio.io; info@tatio.il
TAU SYSTEMS INC,Other Technology,tausystems.com,AUSTIN,TX,78701,(512) 900-1230,2021,4,"Bjorn Manuel Hegelich, Jerome Manuel Payne",Lukasz Manuel Gadowski,20544649,20544649,Series A,28-03-2025,,,,,,info@tausystems.com
TAYLOR GROUP CORP,Other,taylor.com,CARLSBAD,CA,92011,(760) 931-4731,2014,11,ASLO TAYLOR,,,,,,,,,,,communications@taylor.com
TAYGO INC,Other Technology,taygo.com,San Mateo,CA,94402,(646) 573-2209,,,Sepideh Ghasem Khan Ghajar,"Alberto dSouza, Rostam Zafari",4125325,4125325,Seed,04-02-2022,,,,,,contact@taygo.com
TEADORA INC,Other,teadora.com,BELLEVUE,WA,98006,(425) 633-4702,2017,8,"Keith Dowding, Thomas Moran, Valeria Cole","Bill McClain, Patty Schmuker",1000000,1000000,Pre-Seed,25-09-2017,,,,,,service@atom.com
TEAL BIO INC,Other Health Care,teal-bio.com,SOMERVILLE,MA,2143,(614) 787-1346,2020,5,"Jason Troutner, Tony Casciano","Carlo Traverso, Robert Langer, Sophie Kornowski",3000000,3000000,Seed,09-11-2021,,,,,,info@teal-bio.com
TEAM MOBOT INC,Other Technology,teammobot.com,NEW YORK,NY,10174,(917) 545-9729,2018,7,Eden Full,"Aditya Singh, Brad Svrluga, Daniel Crain",6251949,3000000,Pre-Seed,17-08-2022,,,,,,sales@teammobot.com
TEAM PLAYMAKER INC,Other,teamplaymaker.com,NEW YORK,NY,10021,(917) 576-7500,2024,1,"Matthew Grandis, Ross Meltzer","Ahmad Nassar, Eric Winston, Harlan Stone, Lawton Logan, Vivek Khanna",1800000,1800000,Pre-Seed,24-07-2024,,,,,,hello@teamplaymaker.com
TEAMABLE INC,Other Technology,teamable.com,SAN FRANCISCO,CA,94103,(215) 570-0548,2013,12,"Laura Bilazarian, Meruzhan Danielyan","Hovhannes Nurjianyan, Mike Walsh, Tony Conrad",11644623,1651281,Pre-Seed,27-04-2018,,,,,,careers@teamable.com; contact@teamable.com; support@teamable.com
TEAMRADERIE INC,Other Technology,teamraderie.com,LOS ALTOS,CA,94022,(650) 402-0030,2022,3,"Irina Egorova, Michael McCarroll",,12200023,12200023,Series A,25-04-2022,,,,,,team@Teamraderie.com
TEAMSHARES INC,Other,teamshares.com,Brooklyn,NY,11201,(332) 333-4123,2019,6,"Alex Eu, Kevin Shiiba, Michael Brown",Taylor Greene,3000000,3000000,Seed,18-10-2019,,,,,,press@teamshares.com; hello@teamshares.com
TECKST INC,Other Technology,teckst.com,NEW YORK,NY,10012,(917) 971-3557,2014,11,"Ji Young Choi, Joshua Rochlin, Steven Matthew Tumbleson","David Beatty, Matthew Tumbleson, Walter T. Burr",5673301,3135762,Seed,27-02-2019,,,,,,Chuparosasaladita@gmail.com
TECOGEN INC,Manufacturing,tecogen.com,WALTHAM,MA,2451,(781) 466-6400,,,"Benjamin M Locke, Benjamin M. Locke, David A Garrison, David A. Garrison, John N Hatsopoulos, John N. Hatsopoulos, Robert A Panora, Robert A. Panora","Ahmed F. Ghoniem, Angelina M Galiteva, Angelina M. Galiteva, Charles T Maxwell, Charles T. Maxwell, Earl E. Lewis, Earl R Lewis, Joseph E Aoun, Joseph E. Aoun",9000000,3000000,Seed,28-12-2015,,,,,,sales@tecogen.com; helge.wensing@tecogen.com
TECTONIC AUDIO LABS INC,Other Technology,tectonicaudiolabs.com,WOODINVILLE,WA,98072,(425) 686-7640,2017,8,"Anthony Bontrager, Craig Hubbell, Fuat Koro, Sean Morishige","Anthony Bontrager, Craig Hubbell, Ewan Stradling, John Hinson, Susan Cashen, Zach Abraham, Zachary Abraham",39070900,3000000,Pre-Seed,28-02-2022,,,,,,techsupport@tectonicaudiolabs.com; sales@tectonicaudiolabs.com
TECTURA CORP,Business Services,tectura.com,Belmont,CA,94002,(408) 656-0640,,,David Kempski,"Keith B. Hall, Warren B. Martin",10500000,10500000,Series A,06-06-2016,,,,,,info@tectura.com
TECTUS CORP,Other Technology,tectus.com,SARATOGA,CA,95070,(408) 471-3955,,,Nikhil Balram,"Drew Perkins, Greg Papadopoulos, Michael Wiemer",35721461,35721461,Series B,29-03-2023,64,2,96.96969697,81078.5,"['Computer Systems Analyst', 'Data Scientist', 'Java Developer', 'Systems Analyst', 'Software Engineer']",webmaster@tectus.com
TEFORIA CO,Other Technology,teforia.com,MOUNTAIN VIEW,CA,94043,(425) 610-8055,2014,11,"Allen Han, Kris Efland",Yves Sisteron,4800459,4800459,Seed,07-04-2015,,,,,,info@adagio.com
TEGO INC,Other Technology,tego.com,Waltham,MA,2451,(781) 547-5680,,,Timothy Butler,"C. William Stevenson, David Morrison, Donald William Keyser, Drew Peck, Justin DuMochelle, Justin DuMouchelle, Michael Dansby, Samuel Bain, Jr., William Stevenson",36632863,5105126,Seed,03-02-2025,,,,,,sales@brandforce.com
TEK84 INC,Other Technology,tek84.com,SAN DIEGO,CA,92064,(858) 676-5382,,,"Jonathan Shultz, Kevin Russeth, Steven Smith","Patrick Byrd, Rick Wagner, Russell Hoffman, Warren Muir",6632658,6632658,Seed,25-05-2023,,,,,,sales@tek84.com; info@tek84.com
TEGUS INC,Other Technology,tegus.com,Chicago,IL,60601,(312) 423-6780,2017,8,"Adam Johnson, Jason Howard, Lisa Akhionbare, Michael Elnick, Robert Casey, Thomas Elnick","Alex Wolf, Henry Schuck, Michael Elnick",202705883,110606485,Series D+,10-11-2021,,,,,,support@alpha-sense.com; media@alpha-sense.com
TEKMAR INC,Telecommunications,tekmar.com,FULLERTON,CA,92831,(714) 525-5800,,,Yeung J. Kim,"Ernest Kahyun Lee, Kelvin Kahyun Wong, Ock Kahyun Lee, Wai Meng Choong",4999995,4999995,Pre-Seed,31-01-2014,,,,,,Tekmarinfo@teledyne.com
TEKVOX INC,Other Technology,tekvox.com,AUSTIN,TX,78746,(512) 279-8803,2014,11,"Ernest Michael Slattery, James T. Reinhart","Robert Michael Hollingsworth, Stuart Michael Sorensen",1000000,1000000,Pre-Seed,07-11-2014,,,,,,sales@tekvox.com
TELADOC HEALTH INC,Other Health Care,teladochealth.com,PURCHASE,NY,10577,(203) 635-2002,,,"CHRISTOPHER F. CARIDI, DAVID W. SIDES, LEWIS C. LEVY, MALA C. MURTHY, STEPHANIE F. VERSTRAETE","DAVID B. SNOW, HELEN H. DARLING, KENNETH H. PAULUS, MICHAEL M. GOLDSTEIN, WILLIAM H. FRIST",833969113,833969113,Series D+,01-07-2020,510,16,96.9581749,127758.5,"['Sr. Software Engineer', ' Senior, Product Manager', ' Data Scientist III', ' Senior Azure Security Engineer', 'Sr. Software Engineer, Corp Apps', 'Software Engineer III', 'Data Operations Analyst III', ' DATA SCIENTIST III', ' Senior, Product Manager', ' Staff Software Engineer']",help@teladochealth.com; pr@teladochealth.com; membersupport@livongo.com
TELE911 INC,Other Health Care,tele911.com,PASADENA,CA,91101,(254) 835-3911,2020,5,"Christopher Maloney, Marc Eckstein, Ramon Lizardo","Bruce Meadows, Christopher Maloney, Donald Jones, Jeff Trost, Jeffrey Trost",12760044,7735043,Series A,30-07-2024,,,,,,info@tele911.com; billing@tele911.com
TELELINGO LLC,Other Technology,telelingo.com,PURDYS,NY,10578,(914) 523-7376,,,,"Malgorzata E. Stys, Roberto E. Sicconi",1400000,1400000,Pre-Seed,07-05-2019,,,,,,stys@dreyev.com
TELEMED2U INC,Other Health Care,telemed2u.com,ROSEVILLE,CA,95661,(916) 270-2703,2015,10,Steven R Renard,Javeed R Siddiqui,6304575,6304575,Series A,09-07-2019,,,,,,info@telemed2u.com
TELEPORT INC,Other Technology,teleport.io,PALO ALTO,CA,94306,(650) 353-0390,2014,11,Sten Tamkivi,,2500000,2500000,Seed,16-05-2014,,,,,,info@teleport.io; support@teleport.io
TELESAIR INC,Other Technology,telesair.com,IRVINE,CA,92618,(626) 387-7709,2020,5,Yong Liu,"Bo Li, Jing Zhang, Qing Wang, Xiansheng Duan",22844946,22844946,Series B,01-09-2022,,,,,,service@telesair.com; avea_filter@telesair.com
TELESKOPE INC,Other,teleskope.com,NEW YORK,NY,10004,(202) 320-0455,2022,3,Elizabeth Nammour,"Brian Schechter, Julie Trias",7245505,7245505,Series A,22-11-2023,,,,,,legal@shopware.com; sales@bresseruk.com
TELEVET INC,Other Technology,televet.com,AUSTIN,TX,78702,(405) 428-0067,2015,10,"Heath Butler, Price Fallin, Steven Carter, Zeynep Young","Allie Esch, Blair Garrou, Erik Huddleston, Heath Butler, Randolph Legg",54170393,41330393,Series B,08-05-2023,,,,,,hello@otto.vet
TELGORITHM INC,Other Technology,telgorithm.com,NORTHRIDGE,CA,91325,(626) 757-6503,2021,4,"Aaron Alter, Mason Zheng","Jim Andelman, Russell Yue",4999991,2000000,Pre-Seed,15-05-2023,,,,,,hello@telgorithm.com
TELLBIO INC,Biotechnology,tellbio.com,ANDOVER,MA,1810,(781) 249-9550,2019,6,"PRITESH GANDHI, Pritesh Gandhi, Richard Peters","BERNARD PETERS, Bernard Peters, GARY CROCKER, Gary Crocker, RICHARD PETERS, Richard Peters",12178329,1000000,Pre-Seed,04-09-2024,,,,,,info@tellbio.com
TELLUS APP INC,Other Technology,tellusapp.com,CUPERTINO,CA,95014,(650) 590-9770,,,Tiancheng Zhu,Rocky Lee,27595217,27595217,Series B,29-11-2021,,,,,,support@tellusapp.com; press@tellusapp.com
TELLY INC,Other Technology,telly.com,SAN FRANCISCO,CA,94107,(650) 996-2409,,,Mohammad Al Adham,"Cameron Lester, Mohammed El Saadi, Nasser Al-Sabah",15000000,15000000,Seed,04-05-2015,,,,,,support@telly.com
TELNYX LLC,Other,telnyx.com,CHICAGO,IL,60606,(312) 945-7421,,,David Casem,,3125000,1000000,Pre-Seed,01-09-2014,24,0,100,110000,"['Senior Account Executive', 'Technical Product Manager', 'Software Engineer']",sales@telnyx.com
TEMELIO INC,Other Technology,temelio.com,NEW YORK,NY,10005,(914) 530-0343,2022,3,"Maya Kuppermann, Ruthwick Pathireddy",Ryan Russell,6999999,6999999,Series A,20-06-2025,,,,,,contact@temelio.com
TENANT KING LLC,Other Technology,tenantking.com,BEDFORD,NY,10506,(212) 710-9490,2013,12,Michael Rossi,,,,,,,,,,,info@tenantking.com
TEND HEALTH INC,Other Health Care,tend-health.com,SEATTLE,WA,98134,(206) 351-2662,2021,4,"H. Michael Goonewardene, Thomas Michael Lendvay",Susan Michael Preston,1500000,1500000,Pre-Seed,24-04-2023,,,,,,info@tend-health.com
TENANTBASE INC,Other Technology,tenantbase.com,IRVINE,CA,92617,(949) 432-3112,2015,10,"Andy Kish, Bennett Washabaugh, Mike Zei","Greg Hawkins, Mary Styer, Robert Kunzweiler, Samuel Cole, Steven Pann",18113140,2962467,Seed,29-09-2017,,,,,,contactNashville@tenantbase.com
TENANTCLOUD LLC,Other Technology,tenantcloud.com,AUSTIN,TX,78749,(512) 501-1877,2014,11,"Ed S. Lowery, Edward S. Lowery, Joseph S. Edgar, Vitaliy S. Ivanyshyn","Ben S. Davis, Bruce S. Howard, Gary S. Keller, Michael S. Lerner",5092010,3092011,Seed,22-06-2018,,,,,,support@tenantcloud.com
TENEOLOGY INC,Other Technology,teneology.com,MERCER ISLAND,WA,98040,(415) 845-9400,2013,12,"Ben Sternberg, Cliff Sharples, Lisa Sharples","Brian S. Sharples, David Lack, Philip S. Siegel, Phillip S. Siegel",24625000,8500000,Series A,15-04-2016,,,,,,cgiadmin@yourhostingaccount.com
TENEX CORP,Other,tenex.com,EVANSTON,IL,60201,(847) 504-0400,,,"James Rabinowitz, Joanna Gornikowski",,2500000,2500000,Pre-Seed,15-08-2025,,,,,,info@tenexcorp.com
TENOVI CO,Other Health Care,tenovi.com,IRVINE,CA,92614,(714) 418-5658,2021,4,"Dan Zondervan, Nizan Friedman",Craig Flashner,6182455,4182455,Seed,21-08-2023,,,,,,support@tenovi.com
TENSORCOM INC,Other Technology,tensorcom.com,CARLSBAD,CA,92008,(858) 676-0200,,,"Hock Law, Ismail Lakkis, Orang Dialameh","Charles Kenworthy, Christian Zapf, Joel Balbien, Patrick Soon-Shiong",9616000,4616000,Seed,11-04-2014,,,,,,info@tensorcom.com
TENTRR INC,Other,tentrr.com,NEW YORK,NY,10002,(917) 304-3803,2015,10,"Anand M. Subramanian, Michael D'Agostino, Michael M. D'Agostino","Blake M. LaFayette, Chip M. Meakem, Chip Meaken, Jessica M. Nagle, Joanna M. Rees, Mark Danchak, Vishal M. Vasishth",19607000,11107000,Series A,29-10-2021,,,,,,touch@tentrr.com; touch@masonstore.com
TENSOR9 INC,Other Technology,tensor9.com,SEATTLE,WA,98103,(206) 427-0121,2021,4,Michael Ten-Pow,,3999998,3999998,Seed,31-03-2025,,,,,,hiring@tensor9.com
TERALYTIC INC,Other Technology,teralytic.com,NEW YORK,NY,10005,(646) 670-8964,2016,9,STEVEN RIDDER,CORREY MIN LEONG VOO,9038599,6788599,Series A,28-05-2019,,,,,,info@teralytic.com
TENXER LABS INC,Other Technology,tenxerlabs.com,SAN FRANCISCO,CA,94107,(650) 843-0988,2022,3,Sridhar Joshi,"Kanwal Rekhi, Parthasarathy Sundararajan",3000000,3000000,Seed,16-12-2022,,,,,,contact@tenxerlabs.com
TERAFIBER LLC,Other,terafiber.com,SAN DIEGO,CA,92037,(619) 375-1729,2023,2,"Daniel Rosemark, James Hanley",,2000000,2000000,Pre-Seed,22-09-2023,,,,,,info@terafiber.com
TERECIRCUITS CORP,Other Technology,terecircuits.com,MOUNTAIN VIEW,CA,94043,(714) 272-9093,,,Wayne Rickard,,4000000,4000000,Pre-Seed,23-06-2022,,,,,,info@terecircuits.com
TENSTORRENT HOLDINGS INC,Computers,tenstorrent.com,AUSTIN,TX,78735,(415) 997-5318,2023,2,"ALEXANDER MUNN, JAMES KELLER, KEITH WITEK","GREG REICHOW, JEAN-SEBASTIEN COURNOYER, MILOS TRAJKOVIC, SEUNG HOON HAN, SUNGJAE AN",65798515,65798515,Series C,27-06-2025,,,,,,support@tenstorrent.com
TERRA TECH CORP,Manufacturing,terra.com,NEWPORT BEACH,CA,92660,(855) 447-6967,,,"Amy Almsteier, Derek Peterson, Ken A. Vande Vrede, Michael James","Michael A. Nahass, Mike A. Vande Vrede, Steve A. Vande Vrede, Steven J. Ross, Steven Ross",2055000,2055000,Seed,10-06-2015,,,,,,editorialcom@terra.com.mx
TERRAFUSE INC,Other,terrafuse.com,BERKELEY,CA,94709,(510) 213-1220,2018,7,Adrian Albert,"Rahul Chopra, Shah Hemant",2500000,1500000,Pre-Seed,26-02-2020,,,,,,csr@Terrafuse.com
TERRATRUE INC,Other Technology,terratrue.com,SAN FRANCISCO,CA,94105,(202) 285-9730,2018,7,"Christopher Samir Handman, Christopher Todd Handman, Jad Samir Boutros",Anton Samir Zietsman,19595378,14999993,Series A,26-02-2021,,,,,,security@terratrue.com
TESORIO INC,Other Technology,tesorio.com,BURLINGAME,CA,94010,(650) 772-5752,2013,12,Carlos R. Vega,"Fabio R. Fleitas, Hope R. Cochran",18339489,11436524,Series A,30-07-2019,,,,,,sales@tesorio.com
TESSOLAR INC,Other Energy,tessolar.com,Woburn,MA,1801,(781) 385-3245,2014,11,Leslie Fritzemeier,"Edwin Cywinski, Jacob Pretorius, K. Tibor Toth, Kenneth Gary, Marco Ferrara",4100000,4100000,Pre-Seed,11-09-2018,,,,,,service@atom.com
TESTFIT INC,Other Technology,testfit.io,DALLAS,TX,75226,(972) 437-8769,2019,6,"Clifton Harness, Ryan Griege",Jesse Coors-Blankenship,19999993,19999993,Series A,30-06-2022,,,,,,support@testfit.io
TESTIVE INC,Other Technology,testive.com,BOSTON,MA,2116,(617) 326-3896,2011,14,"Miroslav W. Kazakoff, Thomas E. Rose","Donald W. McLagan, Jere W. Doyle",2945270,2945270,Seed,13-07-2015,,,,,,info@testive.com
TETRAMED HOLDINGS CORP,Business Services,tetramed.com,SAINT CHARLES,IL,60174,(630) 797-2165,2015,10,Daniel Caravette,,10000000,10000000,Pre-Seed,09-03-2016,,,,,,info@actionhealth.com
