company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
PRECISION AUTONOMY SERVICES INC,Other,,AUSTIN,TX,78701,(312) 617-2500,2018,7,"Leanne Seeto, Mark Halverson",,4350248,4350248,Seed,07-05-2019,,,,,
PRECISION BIOLOGICS INC,Biotechnology,precision-biologics.com,Dallas,TX,75206,5164821200 EXT 108,2012,13,"Albine K Martin, Philip M Arlen, R.J. B Childress, Robert A Washington","C. Brent Haggard, Mark B Kristen, Severin B Russo, Sheldon B Rabin, Stanley B Archibald, Jr.",2400000,2400000,Pre-Seed,19-12-2013,,,,,
PRECISION HEALING INC,Other Health Care,precision-healing.com,NEWTON,MA,2458,(617) 404-1001,2020,5,"Dave Furneaux, William David Lee","Dan Wildman, Mark Carbeau, Ron Nixon",3255000,3255000,Pre-Seed,09-11-2020,,,,,
PRECISION IBD INC,Biotechnology,,ENCINITAS,CA,92024,(619) 987-7768,2016,9,SCOTT L. GLENN,"DOUGLAS F. WALL, MARK T. STENHOUSE, ROLF J. BENIRSCHKE, SHIERLEY T. WIDJAJA, SHLOMO T. MELMED, STEPHAN T. TARGAN, TADATAKA T. YAMADA, TADATAKA T. YAMADA, M.D., WILLIAM F. SANDBORN, M.D.",80000000,50000000,Series B,30-06-2019,,,,,
PRECISION IMAGE ANALYSIS INC,Other Health Care,precisionimageanalysis.com,KIRKLAND,WA,98033,(425) 822-8199,2012,13,Mary-Pierre Waiss,"Caitlin Cameron, James Canfield, Keith Marton, Marion Foote, Scott D. Flamm, Scott Flamm, William Canfield",5873630,4373630,Seed,15-04-2019,,,,,
PRECISION INFORMATION LLC,Other Technology,precisioninformation.com,CHULA VISTA,CA,91915,(619) 573-1252,,,Joseph M Saari,"Edward M Harris, Mark M Laufman",1600724,1600724,Pre-Seed,30-05-2014,,,,,
PRECISION MEDICAL VENTURES INC,Other Technology,precision-medical.com,SEATTLE,WA,98109,(425) 985-2845,2021,4,"Chris Wood, Michael Calhoun","Mathew Brevard, Michael Beck, Michael Calhoun, Rick Rubin, Stuart Gardner",7883629,2000900,Pre-Seed,14-03-2025,,,,,
PRECISION NEUROSCIENCE CORP,Other Health Care,precision-neuroscience.com,NEW YORK,NY,10010,(646) 771-5881,2020,5,"Benjamin Rapoport, Craig Mermel, MIchael M. Kaswan, Michael Mager, Mike M. Kaswan","Craig Mermel, Eric M. Attias, Howard M. Morgan, Jason Chen, Ravi Mehta",294000000,150000000,Series C,02-10-2024,10,0,100,125000,"['Senior Manager, People Operations']"
PRECISION OPTICS CORPORATION INC,Other Health Care,,GARDNER,MA,1440,(978) 630-1800,,,"DONALD ANDREW MAJOR, JOSEPH NORMAN FORKEY, Jack P. Dreimiller, Joseph Norman Forkey, Mahesh Norman Lawande, Wayne M. Coll","ANDREW J. MICLOT, Andrew J. Miclot, Donald Andrew Major, Joel R. Pitlor, KENNETH S. SCHWARTZ, Kenneth S. Schwartz, MD, PETER H. WOODWARD, Peter H. Woodward, Peter V. Anania, RICHARD B. MILES, Richard B. Miles",5550291,2520000,Seed,20-06-2023,,,,,
PRECISION RECOVERY INC,Other Health Care,precision-recovery.com,NEW YORK,NY,10004,(929) 261-2020,2022,3,"Christopher Kellner, David Putrino, Philip Golz",Dimitri Sigounas,2500000,2500000,Pre-Seed,18-11-2022,,,,,
PRECISION RESTAURANT GROUP LLC,Other Technology,precisionrestaurant.com,CHICAGO,IL,60606,(312) 332-1962,2015,10,"David Dillon, Donald Hoffman, Michael Roberts",,5000000,5000000,Pre-Seed,01-12-2015,,,,,
PRECISION THROUGH IMAGING INC,Other Technology,,SOLANA BEACH,CA,92075,(858) 755-5755,2011,14,Allen M. Moffson,,1250000,1250000,Pre-Seed,04-12-2012,,,,,
PRECISION VENTURES II LLC,Other Technology,,WALTHAM,MA,2451,(781) 530-3728,2013,12,"Hari Sundram, Joshua Wiesman","Timothy Surgenor, William McCullen",1250000,1250000,Pre-Seed,18-12-2013,,,,,
PRECITASTE INC,Other Technology,precitaste.com,NEW YORK,NY,10170,(212) 804-8813,2019,6,"Frederik Born, Hauke Feddersen, Ingo Stork-Wersborg, Laura Horstman, Laura Stork-Wersborg, Leo Sutor-Wernich","James Floyd, Michael Steib, Scott Richardson",42905000,20000000,Series A,21-05-2024,,,,,
PRECOGNITIVE INC,Other Technology,precognitive.com,CHICAGO,IL,60611,(312) 600-0836,2016,9,Samer Bouso,,1250000,1250000,Pre-Seed,04-05-2017,,,,,
PREDASAR CORP,Other Technology,predasar.com,IRVINE,CA,92618,(561) 988-1701,2018,7,"Marc Bell, Roger Teague","Doug Raaberg, Jeffrey Ransdell, Marc Bell, Richard Newton, William Shelton",25000000,25000000,Series B,31-10-2019,,,,,
PREDATA INC,Other Technology,predata.ai,NEW YORK,NY,10012,(646) 414-6965,2014,11,James Shinn,"Chris Sugden, Daniel Nadler, Edward Jordan",14774984,14774984,Series A,26-07-2016,,,,,
PREDDIO TECHNOLOGIES INC,Manufacturing,preddio.com,NORTH ANDOVER,MA,1845,(781) 481-2228,2019,6,"Aaron Ganick, Tina Benik",,1000133,1000133,Pre-Seed,15-08-2020,,,,,
PREDICATE LABS INC,Other Technology,predicatelabs.com,RICHMOND,CA,94804,(802) 735-5977,2019,6,"Brendan Farmer, Daniel Lubarov",,2000000,2000000,Seed,30-10-2019,,,,,
PREDICINE HOLDINGS LTD,Biotechnology,predicine.com,HAYWARD,CA,94545,(650) 300-2188,2015,10,"CIA Asia Corporate Services Limited of Start Chambers, Shidong Jia","Pan Du, Yuexing Su",12686879,12686879,Series A,18-05-2020,,,,,
PREDICT INNOVATION INVESTORS LLC,Other Health Care,,CHICAGO,IL,60607,(312) 466-4104,2018,7,"* Predict and Prevent Innovation Manager, LLC, ANDREW Manager GLOOR",,60000000,60000000,Series B,09-01-2019,,,,,
PREDICTAP INC,Other Technology,predictap.com,Boston,MA,02111-1929,(617) 513-1403,2020,5,"David Stifter, Russell Franks",,19135000,4135000,Seed,30-11-2023,,,,,
PREDICTIONSTRIKE INC,Other Technology,predictionstrike.com,BAY SHORE,NY,11706,(800) 484-4503,2019,6,"Brad Chabra, Deven Hurt, Devin Hurt",Marlon Nichols,14854916,10000000,Series A,06-06-2023,,,,,
PREDICTIVE FITNESS INC,Other Technology,,SOUTHLAKE,TX,76092,(866) 961-5551,,,Jeff Booher,"Jonathan Harkless, Paul Wiley, Todd Behringer",9000000,5000000,Pre-Seed,14-12-2023,,,,,
PREDICTIVE HEALTH DIAGNOSTICS CO,Other Health Care,,IRVINE,CA,92618,(866) 299-8998,2016,9,Matthew Nunez,"Douglas Harrington, Estrella Harrington, Munira al Delemi, Suzy Lu, Yonghong Wu",8307000,8307000,Series A,25-02-2021,,,,,
PREDICTIVE INDEX HOLDINGS LLC,Business Services,,Westwood,MA,2090,(781) 493-7535,2014,11,"Daniel Muzquiz, Mike Zani","David Millet, Holly Maloney, Kirk Arnold, Mike Zani",70999989,5999989,Series A,07-08-2020,,,,,
PREDICTIVE POP INC,Other Technology,predictivepop.com,New York,NY,10014,(929) 483-9229,,,"Andrew Stein, Brian Brater","Andrew Shapiro, Maria Weaver, Matthew Griffiths, Shara Senderoff",19126710,19126710,Series B,27-05-2021,,,,,
PREDICTIVE SCIENCE INC,Other Technology,predictivescience.com,AUSTIN,TX,78701,(512) 777-8018,2015,10,"Ryan Haws, Steven Tedjamulia",,5000000,5000000,Series A,08-07-2015,,,,,
PREDIGEN INC,Other Health Care,predigen.com,GIG HARBOR,WA,98332,(510) 410-1880,2016,9,"Brian Best, Geoffrey Ginsburg",Christopher Woods,2500000,2500000,Pre-Seed,18-07-2018,,,,,
PREDILYTICS INC,Other Technology,predilytics.com,BURLINGTON,MA,1803,(781) 202-9160,2011,14,Hari Sundram,"Chip Hazard, Christopher Coloian, Jeff Margolis, Michael Greeley, Robert Higgins",10000000,10000000,Series A,24-11-2014,,,,,
PREDIMYA INC,Other,predimya.com,NEW YORK,NY,10019,(213) 804-7749,2024,1,"Jarrod Scuglik, Luciano Allegro, Luigi Lenguito, Sebastian Cesario","Jay LEEK, Kristjan LAANEMAA, Stu Solomon",25001955,9999999,Series A,25-11-2024,,,,,
PREDIXION SOFTWARE INC,Other Technology,predixionsoftware.com,Aliso Viejo,CA,92656,(949) 373-4900,,,"DeSantis Stephen, Greg Williams, Simon Arkell","Fred Thiel, Frederic Hanika, King Lee, Robert Holmen, Robert Obuch",9967791,9967791,Seed,17-04-2015,,,,,
PREDPOL INC,Other Technology,,SANTA CRUZ,CA,95060,(831) 331-4550,2012,13,Larry Samuels,"Caleb Sequoia Baskin, George Owen Mohler, Paul Jeffrey Brantingham, Zachariah Friend",2500000,2500000,Seed,01-06-2014,,,,,
PREEMADONNA INC,Other Technology,preemadonna.com,SUNNYVALE,CA,94089,(650) 382-2268,2013,12,Herpreet Singh Walia,Jesse Singh Draper,5596433,2000000,Pre-Seed,13-11-2020,,,,,
PREEMO INC,Other Technology,preemo.com,BURLINGAME,CA,94010,(937) 344-2458,2021,4,"Christopher Chang, Forrest Moret, Mark Kim-Huang",,5400000,5400000,Series A,30-11-2022,,,,,
PREEMPT SECURITY INC,Other Technology,,SAN FRANCISCO,CA,94114,(415) 608-8963,2014,11,"Ajit Sancheti, Roman Blachman","Roman Blachman, Steve Herrod",24000000,16000001,Series A,06-02-2018,,,,,
PREFERABLI INC,Other Technology,preferabli.com,SYRACUSE,NY,13202,(888) 746-4480,,,"Andrew Sussman, Pamela Dillon","Scott Liebman, Victor von Klemperer",36000000,36000000,Series B,21-12-2012,,,,,
PREFERRED CAPITAL LLC/WY,Other,,BERKELEY,CA,94705,(888) 804-5682,,,ROBERT PERKINS,,4100000,1900000,Pre-Seed,26-01-2015,,,,,
PREFERRED HEALTH IMAGING LLC,Other Health Care,preferredhealthimaging.com,DALLAS,TX,75225,(972) 415-0000,2024,1,"Keri Narayan Woody, Manik Narayan Aggarwal, Raymon Kumar Aggarwal, Reuben J Elovitz",,2025000,2025000,Pre-Seed,11-04-2025,,,,,
PREFIX MAINTENANCE INC,Other Technology,,NEW YORK,NY,10036,(917) 727-6672,2022,3,Jared Schwartzentruber,,6000000,2500000,Seed,24-10-2024,,,,,
PREFLOGIC INC,Other Technology,,AMHERST,NY,14228,(716) 650-4123,2018,7,"Christopher Corica, Lance A. Woodson, Michael Brennan, Robert A. Stockdale, Thaddeus A. Wier",Christopher A. Corica,14675000,5175000,Series A,21-11-2020,,,,,
PREGPREP LLC,Other Health Care,pregprep.com,NEW YORK,NY,10013,(917) 602-5289,,,Marjorie Jaffe Goldner,Lara Jaffe Oboler,1000000,1000000,Pre-Seed,09-09-2015,,,,,
PREIPO CORP,Business Services,preipo.io,NEW YORK,NY,10016,(888) 702-5575,2021,4,"David P. Grzan, Rudy Mazzocchi",,17500000,8750000,Pre-Seed,16-03-2022,,,,,
PRELERT INC,Other Technology,prelert.com,FRAMINGHAM,MA,1701,(508) 319-5300,,,Mark Jaffe,"Cornell French, David Schwab, Richard Grinnell, Thomas Axbey",8085123,8085123,Series A,22-10-2014,,,,,
PRELLIS BIOLOGICS INC,Other Technology,,Hayward,CA,94545,(415) 742-1283,2017,8,"Melanie Matheu, Noelle Mullin","Alex Morgan, Arvind Gupta, Lei Meng, Michael Marks, Rohit Sharma, Sean O'Sullivan, Shaun Holt",66563925,35000000,Series B,22-06-2022,2,0,100,103000,"['Research Associate II', 'Senior Research Associate']"
PRELUDE CORP,Biotechnology,prelude.io,LAGUNA HILLS,CA,92653,(949) 348-1188,,,"ANDREW B. WADE, ANDREW J. WADE, Andrew B. Wade, DANIEL B. FORCHE, DANIEL J. FORCHE, Daniel B. Forche, HUGH B. NEUHARTH, OLAV B. BERGHEIM, Olav B. Bergheim","Alejandro B. Sanchez, Derek B. Maetzold, GERRIT B. ADAMS, Gerrit B. Adams, HUGH B. NEUHARTH, HUGH J. NEUHARTH, WILLIAM B. LINK, WILLIAM J. LINK",47500003,20000001,Series A,31-01-2022,,,,,
PRELUDE PRODUCTS INC,Other Technology,preludeproducts.com,BROOKLYN,NY,11215,(212) 929-3910,2021,4,"Andrew E. Copp, Michael E. Murphy",Karan E. Wadhera,5610000,3000000,Seed,05-09-2023,,,,,
PRELUDE RESEARCH INC,Other,preluderesearch.com,Seattle,WA,98121,(604) 349-1256,2017,8,Spencer Thompson,,7575000,4250000,Seed,21-05-2021,,,,,
PREMIER FABRICATION LLC,Manufacturing,premier-fabrication.com,CONGERVILLE,IL,61729,(309) 448-2338,2014,11,"Dan Dorn, Kurt Plottner, Rod Hinrichser, Scott Aberle, Steve Grimes",,4310000,4310000,Seed,23-06-2014,,,,,
PREMIER ONE EMERGENCY CENTERS LLC,Other Health Care,,FRISCO,TX,75034,(972) 704-1814,2013,12,"Joe Malone, John Goodman, Rhonda Sandel, Scott Pickett","George Simons, Steve Elfman",29613773,29613773,Series B,28-07-2016,,,,,
PREMIER URANIUM INC,Other Energy,premieruranium.com,COLD SPRING HARBOR,NY,11724,(781) 789-4444,2021,4,Timothy Rotolo,,,,,,,,,,
PREMISE DATA CORP,Other Technology,premise-data.com,SAN FRANCISCO,CA,94107,(415) 655-9219,2012,13,David Soloff,"Chamath Palihapitiya, Joseph Reisinger, Karim Faris, Lawrence Summers",49999996,49999996,Series C,11-09-2015,,,,,
PREMIUM AQUATICS LLC,Other,premiumaquatics.com,SHORELINE,WA,98133,(206) 321-3443,2016,9,"JONATHAN D.X. TOWNE, MARKOS SCHEER",,2000000,2000000,Seed,20-12-2018,,,,,
PREMIUM LEADS BROADWAY LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 398-2133,2024,1,Jeffrey Richards,,7500000,7500000,Series A,16-01-2025,,,,,
PREMIUM POWER CORP,Other Energy,premium-power.com,NORTH READING,MA,1864,(978) 664-5000,,,"Alan Dash, Jim Heller, Steven Armstrong","Bradford Nordholm, David Vieau, Lee Burrows, Robert F. Kennedy, Jr.",18547000,18547000,Series B,05-02-2014,,,,,
PREMIUM VITALS LLC,Investing,,GREAT NECK,NY,11023,(516) 528-8445,2017,8,"Houmayon Sasson, William J. Zaccaria",,8817600,1678300,Pre-Seed,04-08-2022,,,,,
PREMIUM WINE DISTRIBUTORS INC,Other,premiumwinedistributors.com,LOS ANGELES,CA,90017,(323) 990-6290,2016,9,Marlene Ingram,Joe Nathan Houston,,,,,,,,,
PREMIUMMEDIA360 INC,Other Technology,premiummedia360.com,CAMAS,WA,98607,(800) 818-8314,2019,6,"Robert DeGennaro, Zahoor Ahmed","Adam Dornbusch, David Courtney, Mathilde Sanson, Timothy Mott",4600000,1600000,Pre-Seed,01-08-2024,,,,,
PRENAV INC,Other,prenav.com,SAN CARLOS,CA,94070,(650) 264-7279,2013,12,"Asa Hammond, Nathan Schuett",Mar Hershenson,6958235,6958235,Series A,08-06-2016,,,,,
PRENEXUS HEALTH LLC,Other,prenexushealth.com,BRAWLEY,CA,92227,(402) 452-6795,2015,10,"Bradley A. Saville, Lance R. Reeves, Timothy R. Brummels",,,,,,,,,,
PRENOSIS INC,Biotechnology,prenosis.com,CHAMPAIGN,IL,61822,(949) 246-3113,2014,11,"Bobby Reddy, Rashid Bashir",,8850000,8850000,Pre-Seed,26-08-2016,,,,,
PRENUVO INC,Other Health Care,prenuvo.com,LOS ANGELES,CA,90025,(778) 717-3694,,,Andrew Lacy,"O'Malley Brian, Sundeep Peechu",90000000,90000000,Series C,20-06-2024,,,,,
PREPAID EXPENSE CARD SOLUTIONS INC,Other Banking and Financial Services,,NEW YORK,NY,10018,(212) 564-3990,,,"Francis C Grant IV, Luke C Pritchett, Paul C Hirschorn, Stanley C Yung","Geoffrey C Judge, Neil C Gabriele, Thomas C McInerney, William C Benedict Jr.",5000000,5000000,Series A,28-05-2024,,,,,
PREPARED HEALTH INC,Other Technology,preparedhealth.com,GLENVIEW,IL,60026,(707) 501-8187,2015,10,"ASHISH V SHAH, DAVID M COYLE",,4000000,4000000,Seed,24-03-2017,,,,,
PREPLY INC,Other Technology,preply.com,BROOKLINE,MA,2446,(888) 383-6917,,,"Boris Shakhnovich, Kyrylo Bigay","Dmytro Boroday, Dmytro Voloshyn, Mariusz Gralewski, Robert Kniaz, Ross Darwin, Victor Patterson",152124569,32500001,Series B,17-06-2023,,,,,
PREQL INC,Other Technology,preql.com,BROOKLYN,NY,11225,(303) 918-9568,2021,4,"Gabriella Steele, Leah Weiss",,6999984,6999984,Series A,09-03-2022,,,,,
PRESBYOPIA THERAPIES INC,Pharmaceuticals,,CORONADO,CA,92118,(619) 890-5125,,,"Gerald W. Horn, James W. McCollum",Mark W. Lester,68250000,68250000,Pre-Seed,30-10-2020,,,,,
PRESBYOPIA THERAPIES LLC,Pharmaceuticals,,CORONADO,CA,92118,(619) 890-5125,2013,12,"GERALD HORN, JAMES McCOLLUM, MARK LESTER",,3400000,3400000,Seed,03-06-2016,,,,,
PRESCIENT EDGE HOLDINGS LLC,Other,,CHICAGO,IL,60601,(800) 410-7068,2014,11,"Albert Thomas Church, Andrew R Zwerner, Bradley R Beile, David E Walsh, Kalani Thomas Cotner","Brian Thomas Clingen, George Thomas Hanley, John Thomas Cusack, Stephen Thomas Smith, Terry Thomas Athas",10200000,10200000,Seed,15-05-2016,,,,,
PRESCIENT SURGICAL INC,Other Health Care,prescientsurgical.com,MOUNTAIN VIEW,CA,94040,(650) 999-0263,2012,13,Jonathan Coe,"Ann Sissel, Brant Heise, Brant T. Heise, Eugene Chen, Eugene T. Chen, Ferolyn T. Powell, Greg Bakan, Robert T. White",27934899,10731175,Series A,26-10-2018,,,,,
PRESENCELEARNING HOLDINGS INC,Other Technology,,NEW YORK,NY,10018,(415) 512-9000,2021,4,"Anthony Pane, Kate Eberle Walker","Arun Agarwal, Ian Ware, John Connolly, Steve LeSieur",349645092,349645092,Series D+,12-11-2021,,,,,
PRESENCELEARNING INC,Other Technology,presencelearning.com,New York,NY,10018,(415) 512-9000,,,"Anthony Eberle Pane, Kate Eberle Walker","Brian Eberle Rich, Iain Eberle Ware, Jacob Eberle Donnelly",26979471,26979471,Series B,14-05-2020,,,,,
PRESENT BROADWAY LP,Other,,NEW YORK,NY,10036,(212) 768-4610,2016,9,"Patrick McIntyre, Stuart Thompson",,,,,,,,,,
PRESERVATION RANCH HOLDINGS LLC,Other,,CULVER CITY,CA,90232,(619) 255-4461,2017,8,,"Daniel G Summers, Daniel S Mitrovich, Linda K Mitrovich",3175000,3175000,Seed,28-04-2017,,,,,
PRESERVATION RANCH LLC,Environmental Services,preservationranch.com,CULVER CITY,CA,90232,(310) 641-0920,2013,12,,"DANIEL G. SUMMERS, DANIEL S. MITROVICH, LINDA K. MITROVICH",4400000,4400000,Seed,24-12-2014,,,,,
PRESIDIO HEALTH INC,Other Technology,,SAN FRANCISCO,CA,94129,(415) 419-8784,,,Douglas Evans,"John Kern, Rick Toren, Robert Evans",1750000,1750000,Pre-Seed,01-07-2019,,,,,
PRESIDIO HEALTHCARE INC,Health Insurance,,IRVING,TX,75062,(855) 954-7001,2022,3,"Daniel Cruz, Robert Hogan","Daniel Peate, J. Robison Hays III",6176300,6176300,Series A,10-12-2024,,,,,
PRESIDIO IDENTITY INC,Other Technology,presidioidentity.com,HILLSBOROUGH,CA,94010,(650) 533-7988,2020,5,Dennis Brian Moore,,1999995,1999995,Pre-Seed,26-06-2020,,,,,
PRESIDIO PHARMACEUTICALS INC,Pharmaceuticals,,SAN FRANCISCO,CA,94158,(415) 655-7560,,,"Eric Ruby, Leping Li, Nathaniel Brown, Pamela Vig, Richard Colonno","H. Daniel Perez, Omar Haffar, Robert Williamson, Scott Lessing",22500000,22500000,Series B,05-04-2013,,,,,
PRESIDIO VIEW CAPITAL PARTNERS II LP,Investing,,SAN FRANCISCO,CA,94115,(843) 822-6293,2021,4,Michael Kip Clifton,,50000000,50000000,Seed,29-03-2021,,,,,
PRESIDIO183 LLC,Lodging and Conventions,,IRVING,TX,75063,(972) 786-6888,2022,3,"Minhas Ladiwalla, Salman Bhojani",,4060000,4060000,Seed,27-05-2022,,,,,
PRESIDIUM HEALTH CORP,Other Health Care,presidiumhealth.com,SAN DIEGO,CA,92108,(619) 738-5566,2017,8,"Ashkan Hayatdavoudi, Pouya Afshar","Ashkan Hayatdavoudi, Mark Saad, Mashallah Afshar, Mike Anderson",8624996,5024997,Series A,18-11-2020,,,,,
PRESIDIUM USA INC,Manufacturing,presidiumusa.com,NEW YORK,NY,10022,(203) 220-6914,2013,12,"Jeffery Ritz, Paul LeBlanc, Per Sekse","Andrew Rankowitz, Edward Peyton Gage, Jim Blumsom, Len Moscati, Leonard Moscati, Paul LeBlanc",7852040,2625000,Pre-Seed,30-11-2017,,,,,
PRESSABLE INC,Other,pressable.com,SAN ANTONIO,TX,78239,(210) 789-0369,2010,15,Vidyut Luther,John Benediktsson,1942000,1942000,Pre-Seed,27-03-2015,,,,,
PRESSED ROOTS INC,Business Services,pressedroots.com,DALLAS,TX,75209,(978) 707-9545,2019,6,Piersten Gaines,,1000000,1000000,Pre-Seed,29-08-2019,,,,,
PRESSURE BIOSCIENCES INC,Biotechnology,pressurebiosciences.com,SOUTH EASTON,MA,2375,(508) 230-1828,,,Richard Schumacher,,6250000,6250000,Series A,22-07-2015,,,,,
PRESTIGE SWD LLC,Other Energy,,Alvarado,TX,76009,(817) 259-1777,2021,4,Frank Seidler,,,,,,,,,,
PRESTO AUTOMATION INC,Other Technology,prestoautomation.com,SAN CARLOS,CA,94070,+1 416 880 8325,,,"Bill Healey, Dan Mosher, Krishna Gupta, Stanley Mbugua, Xavier Casanova","Edward Scheetz, Gail Zauder, Ilya Golubovich, Keith Kravcik, Scott Raskin",9516000,9516000,Series A,22-05-2023,2,0,100,133935,"['Machine Learning Engineer', 'NLP Engineer']"
PRESTO PHOENIX INC,Other Technology,,BOSTON,MA,2110,(202) 489-8129,2024,1,Gee Lefevre,"Krishna Gupta, Paul Lisiak, Remy Liekenjie, William Cerda",18000000,18000000,Series B,23-12-2024,,,,,
PRESTON FISHER ROYALTIES LLC,Other Energy,,DALLAS,TX,75225,(214) 691-5234,2016,9,"Elizabeth Emmett Good, Gary Redwine, Robert Emmett Howard IV",,,,,,,,,,
PRESTON HOLLOW CAPITAL LLC,Other Banking and Financial Services,prestonhollowcapital.com,DALLAS,TX,75201,(214) 389-0800,2013,12,"Clifford M Weiner, James R. Thompson",Christopher R. Doody,99990000,24990000,Series B,17-07-2018,,,,,
PRETIOLA LLC,Investing,,FAYETTEVILLE,NY,13066,(315) 637-8007,2024,1,Mark Smith,,,,,,,,,,
PRETTY LITTER INC,Other Technology,pretty-litter.com,LOS ANGELES,CA,90024,(310) 895-4000,2015,10,Daniel Rotman,,1120625,1120625,Pre-Seed,09-11-2016,,,,,
PRETTY PRETTY DRINKS CORP,Manufacturing,,Seattle,WA,98133,(206) 504-3108,2021,4,Ryan Casey,,2000000,1000000,Pre-Seed,20-08-2025,,,,,
PREVAIL THERAPEUTICS INC,Other Health Care,prevailtherapeutics.com,NEW YORK,NY,10016,(917) 336-9310,2017,8,ASA ABELIOVICH,"CARL GORDON, MONA ASHIYA, PETER THOMPSON",65000059,65000059,Series C,07-03-2018,,,,,
PREVAILION INC,Other,prevailion.com,The Woodlands,TX,77380,(877) 910-9274,2018,7,"Karim Hijazi, Yonald Chery","Michael 8110 Maple Lawn Blvd Janke, Michael Janke, Mike Janke, Robert 8110 Maple Lawn Blvd Ackerman, Robert Ackerman",18502500,1802507,Pre-Seed,26-08-2022,,,,,
PREVENCIO INC,Other,prevencio.com,KIRKLAND,WA,98034,(858) 204-4116,2013,12,"Gary Frank, Michele McCarthy, Rhonda Rhyne","John Cramer, John Cramer III, Michele McCarthy, Perry Fell",11524635,9524635,Series A,01-03-2022,,,,,
PREVENT INNOVATION INVESTORS LLC,Other Health Care,,CHICAGO,IL,60607,(312) 466-4104,2018,7,"* Predict and Prevent Innovation Manager, LLC, ANDREW GLOOR",,20000000,10000000,Seed,09-01-2019,,,,,
PREVENTICE INC,Other Health Care,preventice.com,HOUSTON,TX,77038,(281) 760-0500,2014,11,"John P. Untereker, Jonathan P. Otterstatter, Larry Lawson","Joseph Volpe, William Taranto",230336200,230336200,Series D+,09-09-2014,,,,,
PREVENTICE SOLUTIONS INC,Other Health Care,preventicesolutions.com,HOUSTON,TX,77038,(281) 760-0500,,,"Jonathan Otterstatter, Ryan Ranweiler","Charlie Attlan, Joseph Siletto, Joseph Volpe, Wiliam Taranto",45000000,45000000,Series C,10-07-2020,,,,,
PREVENTLY INC,Other Technology,prevently.ai,CAMBRIDGE,MA,2140,(631) 896-9846,2013,12,Laurence Girard,,1500000,1500000,Pre-Seed,17-12-2013,,,,,
PREVETA CORP,Other Health Care,preveta.com,REDONDO BEACH,CA,90277,(310) 912-9719,2018,7,Victor Lee,"Adrian Fenty, Shirley Lee",6250000,6250000,Series A,16-12-2022,,,,,
PREVIVO GENETICS INC,Other Technology,previvogenetics.com,SAN JOSE,CA,95129-4644,(408) 912-2307,2012,13,"Bryan Wilson, Moses Cesario, Todd Johnson","Dan Jannney, Erin E McGurk, Erin McGurk, John Buster, John E Buster, Santiago E Munne, Steve Buster, Steven K Buster, Todd Johnson",5000000,5000000,Seed,08-09-2016,,,,,
PREVOTY INC,Other Technology,prevoty.com,Los Angeles,CA,90049-6635,(408) 638-9502,2013,12,"Brian Bradley Murdoch, Ivan Ivankovich, Julien Bellanger, Kanal Anand, Kunal Anand, Richard Lo","Roger Thornton, Sean Cunningham, Shinya Bradley Akamine, Steve Bradley Krausz, Steve Krausz",21049993,12999992,Series A,22-11-2017,,,,,
PREZI INC,Other Technology,prezi.com,SAN FRANCISCO,CA,94107,(415) 398-8012,,,"Peter Arvai, Peter Halacsy","Andre Haddad, Andrew Braccia, Christian Lindegrad Jepsen, Vic Lindegrad Parker",52000004,52000004,Series C,10-11-2014,,,,,
PRIDE AGGREGATOR LP,Other Technology,,NEW YORK,NY,10022,(212) 753-6300,2018,7,"Jason Wright, Umang Kajaria",,2260000,2260000,Seed,17-05-2019,,,,,
PRIIME INC,Other Technology,priime.com,ALBANY,CA,94706,(833) 774-4631,2014,11,Arthur Chang,,56000000,56000000,Pre-Seed,15-06-2018,,,,,
PRILEND RE FUNDING LLC,Other,,ROCHESTER,NY,14607,(585) 673-2600,2023,2,John A. Rizzo,,,,,,,,,,
PRIMAL CAUSE INC,Other Technology,,MILBRAE,CA,94030,(877) 648-5437,,,"Leah Podkaminer, Marc Aubin",Peter Bauert,3000000,3000000,Seed,18-01-2018,,,,,
PRIMALEND CAPITAL PARTNERS LP,Other,,DALLAS,TX,75231,(972) 239-6668,2010,15,,Mark Jensen,4700000,4700000,Seed,20-02-2014,,,,,
PRIMARY CLUB INC,Other,primaryclub.com,LOS ANGELES,CA,90015,(917) 602-7322,2017,8,"Imelda Walavalkar, Tracy Anderson",,8000000,3000000,Pre-Seed,24-10-2024,,,,,
